 RODS report3 created at 13:27:47 on 29-03-2017,,,,,,,,,,
 based on survey data up to 2016 and reconciled to Autumn 2016 counts,,,,,,,,,,
Originating National Rail/DLR stations,,,,,,,,,,
,,,,Early     ,AM peak   ,Midday    ,PM Peak   ,Evening   ,Late      ,Weekday
All arrivals at,,from NR/DLR Origin,, - 7am ,7am-10am,10am-4pm,4pm-7pm ,7pm-10pm,10pm+,total
634,Liverpool Street              ,6800,Bishops Stortford             ,35,613,109,547,16,0,1321
634,Liverpool Street              ,6801,Braintree                     ,24,232,127,0,19,0,403
634,Liverpool Street              ,7259,Brampton (Suffolk)            ,0,17,0,0,0,0,17
634,Liverpool Street              ,6872,Brentwood                     ,33,249,94,64,3,0,443
634,Liverpool Street              ,6810,Brimsdown                     ,9,86,42,19,0,0,156
634,Liverpool Street              ,6812,Broxbourne                    ,52,438,124,105,1,0,720
634,Liverpool Street              ,6958,Bruce Grove                   ,0,30,0,97,0,0,127
634,Liverpool Street              ,7289,Brundall                      ,0,4,0,0,0,0,4
634,Liverpool Street              ,7085,Bures                         ,0,6,24,0,0,0,30
634,Liverpool Street              ,6873,Burnham-on-Crouch             ,6,110,6,54,0,0,176
634,Liverpool Street              ,7008,Bury St.Edmunds               ,0,17,74,0,0,0,91
634,Liverpool Street              ,6913,Bush Hill Park                ,46,312,66,27,0,0,451
634,Liverpool Street              ,7022,Cambridge                     ,0,25,89,2,0,0,116
634,Liverpool Street              ,6962,Cambridge Heath               ,0,11,0,0,0,0,11
634,Liverpool Street              ,5077,Catford                       ,0,0,201,0,0,0,201
634,Liverpool Street              ,6874,Chadwell Heath                ,43,368,76,17,0,0,503
634,Liverpool Street              ,7469,Chalkwell                     ,0,11,0,0,0,0,11
634,Liverpool Street              ,7051,Chappel & Wakes Coln          ,0,1,0,0,0,0,1
634,Liverpool Street              ,6836,Chelmsford                    ,153,1716,874,295,103,43,3185
634,Liverpool Street              ,6814,Cheshunt                      ,46,427,58,0,0,0,531
634,Liverpool Street              ,6615,Chesterfield                  ,0,28,0,0,0,0,28
634,Liverpool Street              ,6914,Chingford                     ,31,358,76,50,0,0,515
634,Liverpool Street              ,6850,Clacton                       ,11,80,32,58,59,46,286
634,Liverpool Street              ,5301,Clapham High Street           ,0,0,56,0,0,0,56
634,Liverpool Street              ,5595,Clapham Junction              ,0,0,15,0,0,0,15
634,Liverpool Street              ,6926,Clapton                       ,28,499,437,70,4,52,1090
634,Liverpool Street              ,6861,Colchester                    ,128,1214,1189,734,136,25,3427
634,Liverpool Street              ,1519,Cricklewood                   ,0,8,0,0,0,0,9
634,Liverpool Street              ,7211,Darsham                       ,0,33,0,8,0,0,41
634,Liverpool Street              ,7348,Diss                          ,0,234,185,47,0,0,466
634,Liverpool Street              ,6901,Dovercourt                    ,0,0,10,0,0,0,10
634,Liverpool Street              ,5584,Earlsfield                    ,0,0,2,0,0,0,2
634,Liverpool Street              ,5355,East Croydon                  ,0,11,0,0,0,0,11
634,Liverpool Street              ,6941,Edmonton Green                ,18,110,77,9,0,0,214
634,Liverpool Street              ,6832,Elsenham                      ,0,26,0,0,0,0,26
634,Liverpool Street              ,7473,Emerson Park                  ,0,38,30,0,0,0,68
634,Liverpool Street              ,6815,Enfield Lock                  ,44,266,42,0,0,0,352
634,Liverpool Street              ,6959,Enfield Town                  ,7,114,25,94,8,4,251
634,Liverpool Street              ,7214,Felixstowe                    ,1,13,9,0,0,0,22
634,Liverpool Street              ,7490,Fenchurch Street              ,0,6,0,0,0,0,6
634,Liverpool Street              ,6876,Forest Gate                   ,18,213,440,16,28,0,715
634,Liverpool Street              ,6854,Frinton                       ,1,22,62,6,0,0,91
634,Liverpool Street              ,3051,Gerrards Cross                ,0,0,0,38,0,0,38
634,Liverpool Street              ,6877,Gidea Park                    ,93,420,62,0,32,0,607
634,Liverpool Street              ,4760,Gloucester                    ,0,0,20,0,0,0,20
634,Liverpool Street              ,6878,Goodmayes                     ,16,459,95,52,0,0,622
634,Liverpool Street              ,6855,Great Bentley                 ,4,20,0,0,0,0,24
634,Liverpool Street              ,7032,Great Chesterford             ,8,19,0,0,0,0,26
634,Liverpool Street              ,7328,Great Yarmouth                ,0,0,31,0,3,16,50
634,Liverpool Street              ,6867,Hackney Downs                 ,2,345,359,116,54,2,879
634,Liverpool Street              ,7266,Halesworth                    ,0,2,0,0,0,0,2
634,Liverpool Street              ,6804,Harlow Mill                   ,5,77,0,0,0,0,82
634,Liverpool Street              ,6827,Harlow Town                   ,30,334,65,91,38,0,557
634,Liverpool Street              ,6879,Harold Wood                   ,31,394,87,44,5,0,562
634,Liverpool Street              ,6902,Harwich International         ,0,0,99,2,0,0,100
634,Liverpool Street              ,6905,Harwich Town                  ,0,0,12,0,16,0,28
634,Liverpool Street              ,6070,Hatfield                      ,0,12,0,0,0,0,13
634,Liverpool Street              ,6845,Hatfield Peverel              ,12,116,58,6,0,0,192
634,Liverpool Street              ,5490,Haywards Heath                ,0,1,0,0,0,0,1
634,Liverpool Street              ,1522,Hendon                        ,0,0,0,25,0,0,25
634,Liverpool Street              ,5066,Herne Hill                    ,0,0,1,0,0,0,1
634,Liverpool Street              ,6818,Hertford East                 ,3,62,16,3,0,0,84
634,Liverpool Street              ,6919,Highams Park                  ,32,421,89,48,0,0,591
634,Liverpool Street              ,6880,Hockley (Essex)               ,8,137,20,0,0,0,165
634,Liverpool Street              ,7327,Hoveton and Wroxham           ,0,0,11,0,0,0,11
634,Liverpool Street              ,6851,Hythe                         ,0,5,0,0,0,0,5
634,Liverpool Street              ,6881,Ilford                        ,5,466,362,114,77,0,1024
634,Liverpool Street              ,6882,Ingatestone                   ,17,172,52,21,15,0,278
634,Liverpool Street              ,7217,Ipswich                       ,18,507,311,226,81,0,1144
634,Liverpool Street              ,6838,Kelvedon                      ,64,382,17,58,0,0,521
634,Liverpool Street              ,6862,Kirby Cross                   ,2,6,1,0,0,0,9
634,Liverpool Street              ,7445,Laindon                       ,0,8,0,0,0,0,8
634,Liverpool Street              ,5051,Lewisham - NR                 ,0,0,1,0,0,0,1
634,Liverpool Street              ,6965,Liverpool Street (London) Br  ,0,2,0,0,0,0,2
634,Liverpool Street              ,5148,London Bridge Br              ,0,3,0,0,0,0,3
634,Liverpool Street              ,6966,London Fields                 ,4,33,51,21,0,0,108
634,Liverpool Street              ,7268,Lowestoft                     ,0,0,18,0,0,0,18
634,Liverpool Street              ,6856,Manningtree                   ,6,209,160,113,0,0,488
634,Liverpool Street              ,6883,Manor Park                    ,3,258,99,116,0,0,475
634,Liverpool Street              ,6863,Marks Tey                     ,14,184,56,58,2,0,313
634,Liverpool Street              ,6970,Maryland                      ,0,110,146,43,57,16,372
634,Liverpool Street              ,1527,Mill Hill Broadway            ,0,0,49,0,0,0,49
634,Liverpool Street              ,6906,Mistley                       ,0,3,9,0,0,0,12
634,Liverpool Street              ,3074,Newbury                       ,0,0,0,4,0,0,4
634,Liverpool Street              ,7039,Newport (Essex)               ,3,23,13,0,0,0,40
634,Liverpool Street              ,5428,Norbury                       ,0,33,0,0,0,0,33
634,Liverpool Street              ,7308,North Walsham                 ,0,0,1,0,0,0,1
634,Liverpool Street              ,6971,Northumberland Park           ,0,1,1,0,0,0,2
634,Liverpool Street              ,7309,Norwich                       ,3,230,375,747,57,0,1411
634,Liverpool Street              ,0,Not stated                    ,27,333,161,191,30,0,741
634,Liverpool Street              ,5122,Orpington                     ,0,19,0,0,0,0,19
634,Liverpool Street              ,7274,Oulton Broad South            ,0,0,20,0,0,0,20
634,Liverpool Street              ,3087,Paddington London             ,18,21,1,146,0,0,186
634,Liverpool Street              ,3036,Pangbourne                    ,0,0,5,0,0,0,5
634,Liverpool Street              ,6819,Ponders End                   ,1,61,33,0,0,0,95
634,Liverpool Street              ,7419,Prittlewell                   ,0,52,85,1,0,0,139
634,Liverpool Street              ,5603,Putney                        ,0,0,4,0,0,0,4
634,Liverpool Street              ,2404,Rainford                      ,0,81,0,0,0,0,81
634,Liverpool Street              ,6884,Rayleigh                      ,31,298,111,69,6,0,515
634,Liverpool Street              ,6967,Rectory Road                  ,2,155,61,0,98,15,331
634,Liverpool Street              ,2924,Rochdale                      ,0,2,0,0,0,0,2
634,Liverpool Street              ,6885,Rochford                      ,19,125,45,0,0,0,189
634,Liverpool Street              ,6886,Romford                       ,81,756,416,547,22,34,1856
634,Liverpool Street              ,6820,Rye House                     ,25,59,20,0,0,27,131
634,Liverpool Street              ,6806,Sawbridgeworth                ,26,142,13,0,0,0,181
634,Liverpool Street              ,7224,Saxmundham                    ,0,16,1,0,0,0,16
634,Liverpool Street              ,6893,Seven Kings                   ,11,241,19,36,78,15,400
634,Liverpool Street              ,7043,Shelford                      ,0,17,3,0,4,0,24
634,Liverpool Street              ,6888,Shenfield                     ,80,546,630,79,0,0,1335
634,Liverpool Street              ,7319,Sheringham                    ,0,0,0,44,0,0,44
634,Liverpool Street              ,5084,Shortlands                    ,0,0,11,0,0,0,11
634,Liverpool Street              ,5125,Sidcup                        ,0,0,53,0,0,0,53
634,Liverpool Street              ,6972,Silver Street                 ,63,100,30,25,0,0,218
634,Liverpool Street              ,5154,Slade Green                   ,0,0,0,32,0,0,32
634,Liverpool Street              ,5382,Smitham                       ,0,0,7,0,0,0,7
634,Liverpool Street              ,6947,Southbury                     ,5,70,118,406,0,0,599
634,Liverpool Street              ,7420,Southend Victoria             ,3,65,198,127,6,0,400
634,Liverpool Street              ,6890,Southminster                  ,0,19,3,0,0,0,22
634,Liverpool Street              ,1548,St Albans City                ,0,0,0,19,0,0,19
634,Liverpool Street              ,6973,St James Street               ,9,144,129,107,0,0,390
634,Liverpool Street              ,6821,St Margarets (Herts)          ,1,89,0,2,0,0,92
634,Liverpool Street              ,5604,St Margarets (Twickenham)     ,0,2,145,0,0,0,147
634,Liverpool Street              ,5751,St. James Park (Exeter)       ,4,27,0,0,0,0,31
634,Liverpool Street              ,6968,Stamford Hill                 ,0,36,27,13,47,0,125
634,Liverpool Street              ,6834,Stansted Airport              ,1,126,401,130,231,74,963
634,Liverpool Street              ,6833,Stansted Mountfitchet         ,6,139,59,0,79,2,284
634,Liverpool Street              ,6934,Stoke Newington               ,1,131,190,16,35,16,388
634,Liverpool Street              ,7355,Stowmarket                    ,11,192,16,35,0,0,254
634,Liverpool Street              ,1483,Sudbury & Harrow Road         ,0,0,1,0,0,0,1
634,Liverpool Street              ,7098,Sudbury (Suffolk)             ,5,111,7,31,0,0,154
634,Liverpool Street              ,5385,Sutton                        ,0,3,0,0,0,0,3
634,Liverpool Street              ,5437,Sydenham                      ,0,2,0,0,0,0,2
634,Liverpool Street              ,1322,Tamworth Low Level            ,0,0,0,25,0,0,25
634,Liverpool Street              ,6949,Theobalds Grove               ,1,20,10,0,0,0,31
634,Liverpool Street              ,6857,Thorpe-Le-Soken               ,10,55,4,0,0,0,69
634,Liverpool Street              ,5491,Three Bridges                 ,0,0,0,14,0,0,14
634,Liverpool Street              ,7462,Tilbury Town                  ,0,0,0,0,0,7,7
634,Liverpool Street              ,6951,Tottenham Hale Br             ,19,52,7,282,0,23,383
634,Liverpool Street              ,6952,Turkey Street                 ,3,63,130,15,0,0,211
634,Liverpool Street              ,6823,Waltham Cross                 ,17,32,16,0,2,0,67
634,Liverpool Street              ,6953,Walthamstow Br                ,36,278,166,7,154,0,641
634,Liverpool Street              ,6858,Walton-on-Naze                ,0,0,0,0,22,5,27
634,Liverpool Street              ,6824,Ware                          ,12,181,44,116,0,0,354
634,Liverpool Street              ,7079,Waterbeach                    ,0,32,0,0,0,0,32
634,Liverpool Street              ,5598,Waterloo London Br            ,0,56,0,0,0,0,56
634,Liverpool Street              ,6956,White Hart Lane               ,0,92,4,50,0,0,146
634,Liverpool Street              ,7047,Whittlesford                  ,13,138,46,0,0,0,197
634,Liverpool Street              ,6891,Wickford                      ,53,592,158,19,0,0,821
634,Liverpool Street              ,5578,Wimbledon - NR                ,0,41,0,0,0,0,41
634,Liverpool Street              ,5924,Winchester                    ,0,2,0,0,0,0,2
634,Liverpool Street              ,6844,Witham                        ,92,540,280,133,44,0,1090
634,Liverpool Street              ,6860,Wivenhoe                      ,4,82,222,35,0,0,344
634,Liverpool Street              ,6954,Wood Street                   ,11,196,63,0,0,0,271
634,Liverpool Street              ,7228,Woodbridge                    ,0,26,111,48,1,0,186
634,Liverpool Street              ,6892,Woodham Ferrers               ,50,316,0,0,0,0,366
634,Liverpool Street              ,5579,Worcester Park                ,0,0,0,0,0,0,0
635,London Bridge                 ,5131,Abbey Wood                    ,47,527,130,130,0,10,842
635,London Bridge                 ,5132,Albany Park                   ,20,66,0,50,0,0,136
635,London Bridge                 ,5397,Anerley                       ,4,85,144,75,0,3,311
635,London Bridge                 ,5267,Angmering                     ,0,57,3,0,0,0,60
635,London Bridge                 ,5466,Ashford International         ,0,0,0,0,0,0,0
635,London Bridge                 ,5004,Ashford Kent                  ,1,2,0,0,0,0,3
635,London Bridge                 ,5667,Ashford London                ,0,0,0,0,0,0,0
635,London Bridge                 ,5398,Ashurst                       ,0,0,0,0,0,0,1
635,London Bridge                 ,5492,Balcombe                      ,1,4,0,0,0,0,5
635,London Bridge                 ,5399,Balham - NR                   ,0,0,0,25,0,0,25
635,London Bridge                 ,5348,Banstead                      ,0,0,0,0,0,0,0
635,London Bridge                 ,5089,Barnehurst                    ,5,47,0,0,92,0,144
635,London Bridge                 ,5215,Battle                        ,12,25,0,13,0,0,49
635,London Bridge                 ,3047,Beaconsfield                  ,0,0,0,0,0,0,0
635,London Bridge                 ,5091,Bearstead                     ,0,0,0,0,0,0,0
635,London Bridge                 ,5046,Beckenham Junction            ,3,12,0,0,0,0,16
635,London Bridge                 ,1510,Bedford St Johns              ,0,0,0,0,0,0,0
635,London Bridge                 ,5092,Belvedere                     ,5,111,0,18,6,0,140
635,London Bridge                 ,5472,Betchworth                    ,0,0,0,0,0,0,0
635,London Bridge                 ,5211,Bexhill                       ,0,16,0,0,0,0,16
635,London Bridge                 ,5093,Bexley                        ,20,272,185,12,0,0,488
635,London Bridge                 ,5094,Bexleyheath                   ,7,93,2,0,0,0,101
635,London Bridge                 ,5464,Billingshurst                 ,2,45,0,24,0,0,72
635,London Bridge                 ,5401,Birkbeck                      ,0,6,0,0,0,0,6
635,London Bridge                 ,5112,Blackfriars - NR              ,0,0,0,5,0,0,5
635,London Bridge                 ,5095,Blackheath                    ,28,361,219,154,0,0,763
635,London Bridge                 ,6027,Bowes Park                    ,0,0,0,0,0,0,0
635,London Bridge                 ,5268,Brighton                      ,2,132,179,29,39,27,408
635,London Bridge                 ,5886,Brockenhurst                  ,0,0,0,4,0,0,4
635,London Bridge                 ,5404,Brockley                      ,47,357,33,142,38,7,624
635,London Bridge                 ,5096,Bromley North                 ,0,12,5,0,0,0,17
635,London Bridge                 ,2422,Buckley                       ,0,22,0,0,0,0,22
635,London Bridge                 ,5483,Burgess Hill                  ,3,19,0,54,0,0,77
635,London Bridge                 ,5324,Buxted                        ,0,87,3,0,0,0,90
635,London Bridge                 ,5142,Cannon Street - NR            ,0,0,0,3,0,0,3
635,London Bridge                 ,5007,Canterbury West               ,0,12,82,0,0,0,95
635,London Bridge                 ,5405,Carshalton                    ,9,37,0,0,0,0,46
635,London Bridge                 ,5406,Carshalton Beeches            ,7,65,0,13,0,0,85
635,London Bridge                 ,5351,Caterham                      ,1,71,1,19,0,0,91
635,London Bridge                 ,5077,Catford                       ,5,23,2,0,17,0,47
635,London Bridge                 ,5047,Catford Bridge                ,23,379,51,74,1,0,528
635,London Bridge                 ,5143,Charing Cross Br              ,0,0,1,65,4,0,71
635,London Bridge                 ,5144,Charlton                      ,10,161,217,118,13,0,520
635,London Bridge                 ,5008,Chartham                      ,0,0,0,0,0,0,0
635,London Bridge                 ,2947,Chassen Road                  ,0,0,0,0,0,4,4
635,London Bridge                 ,5199,Chatham                       ,4,33,0,13,0,0,50
635,London Bridge                 ,5352,Cheam                         ,0,33,0,0,0,0,33
635,London Bridge                 ,6836,Chelmsford                    ,0,6,0,0,0,0,6
635,London Bridge                 ,5098,Chelsfield                    ,6,173,0,0,0,0,179
635,London Bridge                 ,5200,Chestfield                    ,0,7,0,0,0,0,7
635,London Bridge                 ,5255,Chichester                    ,0,11,0,0,0,0,11
635,London Bridge                 ,6914,Chingford                     ,0,0,35,0,0,0,35
635,London Bridge                 ,5353,Chipstead                     ,26,48,6,0,0,0,80
635,London Bridge                 ,5099,Chislehurst                   ,0,96,241,4,0,0,341
635,London Bridge                 ,5879,Christchurch                  ,0,0,0,0,0,0,0
635,London Bridge                 ,5319,Christs Hospital              ,0,0,0,0,0,0,0
635,London Bridge                 ,5301,Clapham High Street           ,0,0,0,0,0,0,0
635,London Bridge                 ,5595,Clapham Junction              ,0,0,1,0,0,13,14
635,London Bridge                 ,6926,Clapton                       ,0,0,7,0,0,0,7
635,London Bridge                 ,5048,Clock House                   ,8,29,5,62,0,0,104
635,London Bridge                 ,5354,Coulsdon North                ,7,54,70,30,0,0,161
635,London Bridge                 ,5408,Coulsdon South                ,10,78,29,6,9,0,132
635,London Bridge                 ,5409,Cowden                        ,0,0,0,0,0,0,0
635,London Bridge                 ,5484,Crawley                       ,0,157,0,0,13,0,171
635,London Bridge                 ,5100,Crayford                      ,12,174,113,7,0,0,305
635,London Bridge                 ,5325,Crowborough                   ,26,117,1,51,0,0,196
635,London Bridge                 ,5356,Crystal Palace                ,16,142,10,16,28,0,211
635,London Bridge                 ,5101,Dartford                      ,0,115,107,27,0,0,249
635,London Bridge                 ,5421,Denmark Hill                  ,0,0,3,0,6,0,9
635,London Bridge                 ,5145,Deptford                      ,15,225,0,110,13,0,363
635,London Bridge                 ,5102,Dunton Green                  ,0,0,0,0,0,0,0
635,London Bridge                 ,7745,Durham                        ,2,12,0,0,0,0,15
635,London Bridge                 ,5282,Durrington On Sea             ,0,0,0,0,0,0,0
635,London Bridge                 ,5584,Earlsfield                    ,0,0,0,0,12,0,12
635,London Bridge                 ,5414,Earlswood                     ,0,18,0,0,0,0,18
635,London Bridge                 ,5355,East Croydon                  ,55,766,236,313,133,134,1637
635,London Bridge                 ,5358,East Dulwich                  ,29,446,214,55,0,5,749
635,London Bridge                 ,5486,East Grinstead                ,8,136,2,0,122,0,268
635,London Bridge                 ,5448,Eastbourne                    ,0,7,0,0,0,0,7
635,London Bridge                 ,5056,Eden Park                     ,2,39,0,8,0,0,49
635,London Bridge                 ,5473,Edenbridge                    ,0,0,0,9,0,0,9
635,London Bridge                 ,5359,Edenbridge Town               ,4,92,76,0,0,0,172
635,London Bridge                 ,5049,Elmers End                    ,33,138,0,7,0,1,180
635,London Bridge                 ,5135,Elmstead Woods                ,3,44,0,0,3,0,49
635,London Bridge                 ,1542,Elstree & Borehamwood         ,0,0,0,0,0,0,0
635,London Bridge                 ,5103,Eltham                        ,10,170,153,140,0,0,474
635,London Bridge                 ,5257,Emsworth                      ,0,12,0,0,0,0,12
635,London Bridge                 ,6010,Enfield Chase                 ,0,0,176,0,0,0,176
635,London Bridge                 ,5360,Epsom                         ,2,16,0,1,0,0,19
635,London Bridge                 ,5459,Eridge                        ,3,55,0,14,0,0,72
635,London Bridge                 ,5104,Erith                         ,0,13,143,0,7,0,164
635,London Bridge                 ,5217,Etchingham                    ,0,0,0,0,0,0,0
635,London Bridge                 ,5415,Ewell East                    ,0,32,0,0,0,0,32
635,London Bridge                 ,5137,Falconwood                    ,0,2,93,26,0,0,122
635,London Bridge                 ,5167,Faversham                     ,0,8,0,0,0,0,9
635,London Bridge                 ,5559,Feltham                       ,0,0,0,0,0,0,0
635,London Bridge                 ,5035,Folkestone Central            ,0,10,0,0,0,0,11
635,London Bridge                 ,6876,Forest Gate                   ,0,0,0,0,0,0,0
635,London Bridge                 ,5362,Forest Hill                   ,164,608,224,130,13,0,1140
635,London Bridge                 ,5416,Gatwick Airport               ,2,23,745,42,28,126,966
635,London Bridge                 ,5169,Gillingham (Kent)             ,0,64,0,0,0,145,209
635,London Bridge                 ,5363,Gipsy Hill                    ,21,57,1,12,0,0,91
635,London Bridge                 ,6878,Goodmayes                     ,0,0,0,1,0,0,1
635,London Bridge                 ,3033,Goring & Streatley            ,0,0,0,0,0,0,0
635,London Bridge                 ,5172,Gravesend                     ,31,82,6,0,44,0,163
635,London Bridge                 ,2218,Green Lane                    ,0,0,0,7,0,0,7
635,London Bridge                 ,5138,Greenhithe                    ,1,96,0,0,0,0,97
635,London Bridge                 ,5146,Greenwich                     ,17,316,283,466,64,31,1177
635,London Bridge                 ,5139,Grove Park                    ,3,259,47,53,2,0,363
635,London Bridge                 ,5364,Hackbridge                    ,0,10,0,0,0,0,10
635,London Bridge                 ,1533,Harlington                    ,0,8,0,0,0,0,8
635,London Bridge                 ,1543,Harpenden                     ,0,0,0,67,0,0,67
635,London Bridge                 ,5489,Hassocks                      ,2,57,0,0,0,0,59
635,London Bridge                 ,5219,Hastings                      ,0,53,0,11,0,0,64
635,London Bridge                 ,6070,Hatfield                      ,0,0,0,22,1,0,23
635,London Bridge                 ,5050,Hayes                         ,8,28,31,74,0,0,140
635,London Bridge                 ,5490,Haywards Heath                ,13,419,169,0,0,0,601
635,London Bridge                 ,5220,Headcorn                      ,0,132,41,15,0,0,187
635,London Bridge                 ,5417,Hever                         ,12,37,0,0,0,0,49
635,London Bridge                 ,5235,High Brooms                   ,7,100,114,0,0,3,224
635,London Bridge                 ,5202,Higham                        ,8,12,0,0,0,0,20
635,London Bridge                 ,5236,Hildenborough                 ,18,227,0,0,0,0,245
635,London Bridge                 ,5107,Hither Green                  ,111,482,72,76,15,0,755
635,London Bridge                 ,5418,Honor Oak Park                ,34,648,29,80,15,1,808
635,London Bridge                 ,5365,Horley                        ,2,55,1,0,0,0,58
635,London Bridge                 ,5309,Horsham                       ,0,41,1,0,1,0,43
635,London Bridge                 ,5273,Hove                          ,2,35,0,78,0,0,115
635,London Bridge                 ,5463,Hurst Green                   ,7,89,0,0,0,0,96
635,London Bridge                 ,5495,Ifield                        ,0,11,0,0,0,0,11
635,London Bridge                 ,6881,Ilford                        ,0,0,0,0,0,0,0
635,London Bridge                 ,5419,Kenley                        ,6,55,0,0,0,0,62
635,London Bridge                 ,5108,Kidbrooke                     ,18,98,0,48,77,0,241
635,London Bridge                 ,6121,Kings Cross Br                ,0,0,1,0,0,0,1
635,London Bridge                 ,5565,Kingston                      ,0,0,0,0,0,0,0
635,London Bridge                 ,5366,Kingswood                     ,3,65,51,0,16,0,134
635,London Bridge                 ,5109,Knockholt                     ,5,13,0,0,0,0,18
635,London Bridge                 ,5057,Ladywell                      ,16,158,87,249,8,0,518
635,London Bridge                 ,5275,Lancing                       ,0,52,21,0,0,0,73
635,London Bridge                 ,1534,Leagrave                      ,10,6,0,0,0,0,16
635,London Bridge                 ,4597,Leamington Spa                ,0,0,0,0,0,0,0
635,London Bridge                 ,5368,Leatherhead                   ,0,0,0,0,0,0,0
635,London Bridge                 ,5110,Lee                           ,43,212,61,243,0,0,559
635,London Bridge                 ,1947,Leicester                     ,0,7,0,0,0,0,7
635,London Bridge                 ,5329,Lewes                         ,0,196,0,0,0,0,196
635,London Bridge                 ,5051,Lewisham - NR                 ,51,392,474,96,127,51,1192
635,London Bridge                 ,5369,Lingfield                     ,3,6,0,0,0,0,9
635,London Bridge                 ,5498,Littlehaven                   ,31,84,0,0,0,0,115
635,London Bridge                 ,5053,Lower Sydenham                ,3,62,0,65,0,0,130
635,London Bridge                 ,1536,Luton                         ,0,119,0,0,0,0,119
635,London Bridge                 ,1570,Luton Airport Parkway         ,0,0,1,0,0,0,1
635,London Bridge                 ,5115,Maidstone East                ,0,0,57,0,0,0,57
635,London Bridge                 ,5222,Maidstone West                ,0,20,0,0,0,0,20
635,London Bridge                 ,6883,Manor Park                    ,0,9,0,0,0,0,9
635,London Bridge                 ,5223,Marden                        ,1,16,160,0,0,0,176
635,London Bridge                 ,5149,Maze Hill                     ,5,80,171,374,69,1,701
635,London Bridge                 ,5475,Merstham                      ,14,55,3,0,0,0,72
635,London Bridge                 ,7929,Middlesbrough                 ,1,5,0,0,0,0,6
635,London Bridge                 ,1378,Milton Keynes Cent            ,0,0,0,0,0,0,0
635,London Bridge                 ,5427,Mitcham Junction              ,8,33,0,0,0,0,41
635,London Bridge                 ,5118,Mottingham                    ,11,130,118,100,0,0,359
635,London Bridge                 ,5058,New Beckenham                 ,1,179,1,2,0,0,183
635,London Bridge                 ,5150,New Cross                     ,4,103,29,132,7,0,275
635,London Bridge                 ,5345,New Cross Gate                ,17,275,158,181,245,25,900
635,London Bridge                 ,5119,New Eltham                    ,23,330,141,2,53,0,550
635,London Bridge                 ,5567,New Malden                    ,0,0,155,0,0,0,155
635,London Bridge                 ,5428,Norbury                       ,0,10,0,8,0,0,18
635,London Bridge                 ,5429,North Dulwich                 ,0,147,318,138,44,77,724
635,London Bridge                 ,5376,Norwood Junction              ,64,533,50,86,0,0,733
635,London Bridge                 ,0,Not stated                    ,182,1652,419,559,52,0,2865
635,London Bridge                 ,1826,Nottingham                    ,29,44,0,0,0,0,73
635,London Bridge                 ,5476,Nutfield                      ,1,12,0,0,0,0,13
635,London Bridge                 ,5122,Orpington                     ,45,377,222,84,34,0,762
635,London Bridge                 ,5071,Otford                        ,0,0,0,0,0,0,0
635,London Bridge                 ,5377,Oxted                         ,16,124,74,5,0,0,220
635,London Bridge                 ,3087,Paddington London             ,0,0,134,0,0,0,134
635,London Bridge                 ,5224,Paddock Wood                  ,7,94,0,107,71,0,279
635,London Bridge                 ,5423,Peckham Rye                   ,32,559,201,406,90,0,1288
635,London Bridge                 ,5378,Penge West                    ,2,104,0,9,0,0,115
635,London Bridge                 ,5123,Petts Wood                    ,7,36,2,44,0,0,88
635,London Bridge                 ,5225,Pluckley                      ,0,9,0,0,0,0,9
635,London Bridge                 ,5332,Plumpton                      ,0,3,0,0,0,0,3
635,London Bridge                 ,5208,Plumstead                     ,23,215,40,7,0,4,290
635,London Bridge                 ,5455,Polegate                      ,0,165,0,0,0,0,165
635,London Bridge                 ,5276,Portslade                     ,1,23,0,0,0,0,24
635,London Bridge                 ,5285,Preston Park                  ,1,98,0,0,0,0,99
635,London Bridge                 ,5468,Pulborough                    ,0,0,22,0,0,0,23
635,London Bridge                 ,5379,Purley                        ,21,319,314,56,0,0,711
635,London Bridge                 ,5430,Purley Oaks                   ,1,143,0,0,11,0,155
635,London Bridge                 ,7407,Queens Road (Wstow)           ,0,1,0,0,0,0,1
635,London Bridge                 ,5424,Queens Road Peckham           ,50,195,86,56,76,69,531
635,London Bridge                 ,5596,Queenstown Road               ,0,0,0,0,0,0,0
635,London Bridge                 ,7454,Rainham Essex                 ,0,98,0,0,0,0,98
635,London Bridge                 ,5177,Rainham Kent                  ,0,14,0,0,0,0,14
635,London Bridge                 ,6884,Rayleigh                      ,0,0,0,0,0,0,0
635,London Bridge                 ,3149,Reading                       ,0,1,2,0,0,0,3
635,London Bridge                 ,6967,Rectory Road                  ,0,0,0,0,0,0,0
635,London Bridge                 ,5478,Redhill                       ,58,176,246,194,38,0,712
635,London Bridge                 ,5431,Reedham                       ,0,69,1,0,0,0,70
635,London Bridge                 ,5480,Reigate                       ,0,88,145,156,0,0,390
635,London Bridge                 ,5432,Riddlesdown                   ,8,51,0,0,0,0,59
635,London Bridge                 ,5226,Robertsbridge                 ,0,54,0,0,0,0,54
635,London Bridge                 ,5203,Rochester                     ,1,35,0,0,0,0,36
635,London Bridge                 ,6886,Romford                       ,0,0,0,0,0,0,0
635,London Bridge                 ,5024,Rye                           ,0,0,0,0,0,0,0
635,London Bridge                 ,5380,Salfords                      ,0,11,29,3,0,0,43
635,London Bridge                 ,5433,Sanderstead                   ,6,98,124,0,11,0,239
