NLC,Station,timePeriod,Total,Commuter,Leisure,Tourist,Notknown
578,FinchleyCentral,Totalday,11597,6764,3075,369,1389
579,FinchleyRoad,Early,356,1,0,0,355
579,FinchleyRoad,AMpeak,3147,2326,352,25,444
579,FinchleyRoad,Midday,3384,1501,1548,62,273
579,FinchleyRoad,PMPeak,4682,2609,1133,454,485
579,FinchleyRoad,Evening,2790,1833,809,24,124
579,FinchleyRoad,Late,902,259,384,3,256
579,FinchleyRoad,Totalday,15261,8530,4225,569,1937
580,FinsburyPark,Early,951,0,6,0,945
580,FinsburyPark,AMpeak,8586,5685,1067,194,1641
580,FinsburyPark,Midday,11861,5451,3640,1063,1707
580,FinsburyPark,PMPeak,20181,12323,5766,551,1540
580,FinsburyPark,Evening,10507,5592,3251,187,1477
580,FinsburyPark,Late,4527,1231,2116,72,1109
580,FinsburyPark,Totalday,56612,30282,15845,2066,8419
581,FulhamBroadway,Early,289,0,0,0,289
581,FulhamBroadway,AMpeak,4550,3712,242,105,492
581,FulhamBroadway,Midday,3944,1542,1744,343,314
581,FulhamBroadway,PMPeak,4113,1912,1696,288,217
581,FulhamBroadway,Evening,2597,1443,809,34,311
581,FulhamBroadway,Late,907,208,260,22,418
581,FulhamBroadway,Totalday,16400,8818,4751,791,2040
582,GantsHill,Early,74,6,0,0,68
582,GantsHill,AMpeak,783,471,94,44,174
582,GantsHill,Midday,1915,979,740,20,176
582,GantsHill,PMPeak,4695,3063,812,48,773
582,GantsHill,Evening,2625,1707,231,0,686
582,GantsHill,Late,928,191,334,6,397
582,GantsHill,Totalday,11019,6417,2212,118,2272
583,GloucesterRoad,Early,401,0,0,0,401
583,GloucesterRoad,AMpeak,5031,4092,239,45,656
583,GloucesterRoad,Midday,5928,2303,1361,1767,498
583,GloucesterRoad,PMPeak,4830,1944,1010,992,884
583,GloucesterRoad,Evening,3077,1407,1034,583,53
583,GloucesterRoad,Late,1606,318,407,449,433
583,GloucesterRoad,Totalday,20874,10063,4051,3835,2925
584,GoldersGreen,Early,229,8,0,0,221
584,GoldersGreen,AMpeak,2081,1535,212,43,291
584,GoldersGreen,Midday,2849,1115,1385,259,90
584,GoldersGreen,PMPeak,4304,2820,859,227,399
584,GoldersGreen,Evening,2863,1934,618,7,304
584,GoldersGreen,Late,1454,530,512,10,401
584,GoldersGreen,Totalday,13781,7942,3586,546,1706
585,GoldhawkRoad,Early,40,0,0,0,40
585,GoldhawkRoad,AMpeak,439,292,77,7,63
585,GoldhawkRoad,Midday,812,270,444,51,47
585,GoldhawkRoad,PMPeak,1018,737,157,0,124
585,GoldhawkRoad,Evening,627,413,76,57,80
585,GoldhawkRoad,Late,237,24,51,0,163
585,GoldhawkRoad,Totalday,3173,1736,805,115,517
586,GoodgeStreet,Early,296,0,0,0,295
586,GoodgeStreet,AMpeak,6939,6310,279,63,286
586,GoodgeStreet,Midday,4541,3009,1172,153,207
586,GoodgeStreet,PMPeak,2045,797,1233,11,3
586,GoodgeStreet,Evening,532,67,418,39,8
586,GoodgeStreet,Late,160,39,58,45,19
586,GoodgeStreet,Totalday,14512,10223,3160,311,819
587,GrangeHill,Early,0,0,0,0,0
587,GrangeHill,AMpeak,101,89,0,0,12
587,GrangeHill,Midday,139,11,101,1,25
587,GrangeHill,PMPeak,549,184,3,0,362
587,GrangeHill,Evening,251,182,26,0,43
587,GrangeHill,Late,91,0,0,0,91
587,GrangeHill,Totalday,1130,467,130,2,532
588,GreatPortlandStree,Early,358,1,0,0,357
588,GreatPortlandStree,AMpeak,7587,6144,815,90,538
588,GreatPortlandStree,Midday,4028,2145,1095,295,493
588,GreatPortlandStree,PMPeak,1851,799,764,198,89
588,GreatPortlandStree,Evening,710,276,353,60,22
588,GreatPortlandStree,Late,265,40,69,57,99
588,GreatPortlandStree,Totalday,14799,9405,3095,700,1598
590,GreenPark,Early,2630,3,0,0,2627
590,GreenPark,AMpeak,31099,27190,1252,495,2162
590,GreenPark,Midday,22361,8389,9462,3357,1154
590,GreenPark,PMPeak,9958,2866,5014,1366,712
590,GreenPark,Evening,3231,1440,1464,89,238
590,GreenPark,Late,980,254,269,175,281
590,GreenPark,Totalday,70259,40142,17462,5482,7174
589,Greenford,Early,166,0,0,0,166
589,Greenford,AMpeak,842,600,18,0,224
589,Greenford,Midday,1266,576,416,0,273
589,Greenford,PMPeak,2945,2399,462,29,54
589,Greenford,Evening,1502,889,455,0,158
589,Greenford,Late,618,281,187,0,150
589,Greenford,Totalday,7338,4746,1538,29,1025
591,Gunnersbury,Early,123,0,0,0,123
591,Gunnersbury,AMpeak,1080,941,4,12,123
591,Gunnersbury,Midday,202,86,102,0,14
591,Gunnersbury,PMPeak,817,575,174,25,43
591,Gunnersbury,Evening,95,20,75,0,0
591,Gunnersbury,Late,169,7,47,52,64
591,Gunnersbury,Totalday,2486,1630,401,88,367
592,Hainault,Early,26,0,0,0,26
592,Hainault,AMpeak,380,235,29,0,115
592,Hainault,Midday,985,608,314,0,63
592,Hainault,PMPeak,2715,2132,363,0,220
592,Hainault,Evening,1225,932,72,128,93
592,Hainault,Late,524,194,124,0,205
592,Hainault,Totalday,5855,4102,902,128,723
593,Hammersmith(Dis),Early,1065,0,0,0,1065
593,Hammersmith(Dis),AMpeak,14667,11405,1101,211,1950
593,Hammersmith(Dis),Midday,9497,4789,3827,464,417
593,Hammersmith(Dis),PMPeak,9609,4411,3883,680,635
593,Hammersmith(Dis),Evening,5661,3044,2102,174,341
593,Hammersmith(Dis),Late,2745,425,1338,48,934
593,Hammersmith(Dis),Totalday,43245,24073,12252,1578,5342
773,Hammersmith(H&C),Early,217,0,0,0,217
773,Hammersmith(H&C),AMpeak,3352,2873,243,76,159
773,Hammersmith(H&C),Midday,2716,1132,1171,303,109
773,Hammersmith(H&C),PMPeak,3107,1999,995,97,16
773,Hammersmith(H&C),Evening,1552,690,482,93,288
773,Hammersmith(H&C),Late,589,159,202,0,228
773,Hammersmith(H&C),Totalday,11533,6854,3093,570,1016
594,Hampstead,Early,108,1,0,0,107
594,Hampstead,AMpeak,1715,1403,193,2,117
594,Hampstead,Midday,2038,774,918,202,144
594,Hampstead,PMPeak,1666,615,847,173,32
594,Hampstead,Evening,1192,668,383,129,12
594,Hampstead,Late,508,91,247,9,161
594,Hampstead,Totalday,7228,3553,2588,514,573
595,HangerLane,Early,221,0,0,0,221
595,HangerLane,AMpeak,1740,1514,10,9,207
595,HangerLane,Midday,1011,754,103,13,140
595,HangerLane,PMPeak,2036,1214,303,120,398
595,HangerLane,Evening,1203,860,83,0,260
595,HangerLane,Late,547,281,138,0,127
595,HangerLane,Totalday,6759,4623,638,143,1354
596,Harlesden,Early,185,0,0,0,185
596,Harlesden,AMpeak,943,802,34,0,108
596,Harlesden,Midday,843,666,113,0,63
596,Harlesden,PMPeak,668,523,92,0,54
596,Harlesden,Evening,425,160,91,144,30
596,Harlesden,Late,272,73,61,31,107
596,Harlesden,Totalday,3336,2224,390,175,547
597,Harrow&Wealdstone,Early,89,0,0,0,89
597,Harrow&Wealdstone,AMpeak,1117,809,68,0,240
597,Harrow&Wealdstone,Midday,1196,487,432,115,161
597,Harrow&Wealdstone,PMPeak,2435,2109,207,33,86
597,Harrow&Wealdstone,Evening,1058,831,173,0,54
597,Harrow&Wealdstone,Late,375,166,29,0,180
597,Harrow&Wealdstone,Totalday,6271,4403,908,149,811
598,Harrow-on-the-Hill,Early,226,3,0,0,223
598,Harrow-on-the-Hill,AMpeak,2828,2218,296,13,300
598,Harrow-on-the-Hill,Midday,3763,1159,2097,2,505
598,Harrow-on-the-Hill,PMPeak,5027,3576,996,16,439
598,Harrow-on-the-Hill,Evening,2578,1512,552,85,429
598,Harrow-on-the-Hill,Late,1316,332,233,0,751
598,Harrow-on-the-Hill,Totalday,15737,8801,4173,116,2647
779,HattonCross,Early,246,0,0,0,246
779,HattonCross,AMpeak,1251,828,46,11,367
779,HattonCross,Midday,929,624,256,36,13
779,HattonCross,PMPeak,1226,875,222,0,129
779,HattonCross,Evening,788,622,71,91,3
779,HattonCross,Late,414,154,42,2,216
779,HattonCross,Totalday,4854,3103,637,140,974
781,HeathrowTerminal4,Early,108,0,0,0,108
781,HeathrowTerminal4,AMpeak,432,240,77,12,102
781,HeathrowTerminal4,Midday,1012,401,405,166,40
781,HeathrowTerminal4,PMPeak,671,120,398,66,88
781,HeathrowTerminal4,Evening,340,231,109,0,0
781,HeathrowTerminal4,Late,27,27,0,0,0
781,HeathrowTerminal4,Totalday,2591,1020,989,244,339
783,HeathrowTerminal5,Early,383,0,0,0,383
783,HeathrowTerminal5,AMpeak,984,621,19,55,289
783,HeathrowTerminal5,Midday,2163,669,673,118,702
783,HeathrowTerminal5,PMPeak,1262,568,412,0,281
783,HeathrowTerminal5,Evening,371,1,116,63,191
783,HeathrowTerminal5,Late,146,0,74,0,72
783,HeathrowTerminal5,Totalday,5309,1859,1295,237,1918
780,HeathrowTerminals1,Early,497,1,0,0,496
780,HeathrowTerminals1,AMpeak,2003,1127,307,156,413
780,HeathrowTerminals1,Midday,3436,1471,1205,532,228
780,HeathrowTerminals1,PMPeak,2356,1023,1081,126,126
780,HeathrowTerminals1,Evening,979,205,482,224,68
780,HeathrowTerminals1,Late,248,76,59,0,114
780,HeathrowTerminals1,Totalday,9519,3902,3134,1038,1445
601,HendonCentral,Early,147,0,0,0,147
601,HendonCentral,AMpeak,2445,1805,205,49,385
601,HendonCentral,Midday,3402,2322,921,64,95
601,HendonCentral,PMPeak,3850,2580,937,163,170
601,HendonCentral,Evening,2164,1768,342,1,53
601,HendonCentral,Late,1167,384,323,0,460
601,HendonCentral,Totalday,13175,8858,2728,278,1311
602,HighBarnet,Early,53,0,0,0,53
602,HighBarnet,AMpeak,1044,770,40,44,191
602,HighBarnet,Midday,1101,369,646,34,52
602,HighBarnet,PMPeak,2273,1553,612,64,43
602,HighBarnet,Evening,1296,840,337,23,96
602,HighBarnet,Late,649,168,235,19,226
602,HighBarnet,Totalday,6416,3700,1870,184,661
605,HighStreetKensingt,Early,434,2,0,0,432
605,HighStreetKensingt,AMpeak,6723,5609,366,27,722
605,HighStreetKensingt,Midday,7066,2576,2839,783,868
605,HighStreetKensingt,PMPeak,3910,1688,1396,452,374
605,HighStreetKensingt,Evening,1762,936,585,113,128
605,HighStreetKensingt,Late,744,393,82,57,212
605,HighStreetKensingt,Totalday,20640,11204,5267,1431,2737
603,Highbury&Islington,Early,1760,0,0,0,1760
603,Highbury&Islington,AMpeak,13203,8739,627,55,3782
603,Highbury&Islington,Midday,11599,3681,2628,272,5017
603,Highbury&Islington,PMPeak,19097,8329,3831,1016,5920
603,Highbury&Islington,Evening,11561,4994,2857,277,3433
603,Highbury&Islington,Late,3940,511,1007,56,2366
603,Highbury&Islington,Totalday,61160,26254,10950,1676,22279
604,Highgate,Early,54,0,1,0,53
604,Highgate,AMpeak,1006,694,154,2,156
604,Highgate,Midday,1589,592,706,121,170
604,Highgate,PMPeak,3364,2563,641,137,23
604,Highgate,Evening,2394,1643,644,76,31
604,Highgate,Late,1056,148,605,10,293
604,Highgate,Totalday,9463,5640,2752,345,727
606,Hillingdon,Early,88,0,0,0,88
606,Hillingdon,AMpeak,378,259,2,0,118
606,Hillingdon,Midday,496,283,152,0,61
606,Hillingdon,PMPeak,1019,789,140,22,69
606,Hillingdon,Evening,538,456,48,5,30
606,Hillingdon,Late,213,59,41,10,103
606,Hillingdon,Totalday,2732,1844,383,36,469
607,Holborn,Early,1342,5,0,0,1337
607,Holborn,AMpeak,25485,21957,1371,569,1588
607,Holborn,Midday,19932,11916,5803,1220,992
607,Holborn,PMPeak,9223,3301,4657,1080,185
607,Holborn,Evening,2758,967,1382,213,196
607,Holborn,Late,789,125,53,85,525
607,Holborn,Totalday,59527,38270,13267,3167,4823
608,HollandPark,Early,119,0,0,0,119
608,HollandPark,AMpeak,1479,1282,27,0,170
608,HollandPark,Midday,1157,511,533,70,42
608,HollandPark,PMPeak,1088,712,310,31,35
608,HollandPark,Evening,783,581,172,29,1
608,HollandPark,Late,299,139,77,25,58
608,HollandPark,Totalday,4927,3226,1120,155,426
609,HollowayRoad,Early,114,0,0,0,114
609,HollowayRoad,AMpeak,2076,1801,71,17,186
609,HollowayRoad,Midday,2973,2093,573,211,95
609,HollowayRoad,PMPeak,2772,1885,456,218,213
609,HollowayRoad,Evening,1820,1122,542,11,146
609,HollowayRoad,Late,927,208,450,0,269
609,HollowayRoad,Totalday,10681,7109,2091,458,1023
610,Hornchurch,Early,36,7,0,0,28
610,Hornchurch,AMpeak,410,380,11,0,19
610,Hornchurch,Midday,652,411,70,109,62
610,Hornchurch,PMPeak,1871,1461,323,15,71
610,Hornchurch,Evening,601,403,66,0,131
610,Hornchurch,Late,299,105,71,0,123
610,Hornchurch,Totalday,3869,2768,542,125,435
611,HounslowCentral,Early,82,1,0,0,82
611,HounslowCentral,AMpeak,1112,810,29,5,267
611,HounslowCentral,Midday,1281,668,533,0,80
611,HounslowCentral,PMPeak,2018,1474,118,98,328
611,HounslowCentral,Evening,1161,837,204,10,110
611,HounslowCentral,Late,500,215,144,62,79
611,HounslowCentral,Totalday,6155,4005,1029,176,946
612,HounslowEast,Early,108,24,0,0,84
612,HounslowEast,AMpeak,705,486,58,1,161
612,HounslowEast,Midday,1112,763,274,17,58
612,HounslowEast,PMPeak,2232,1468,181,47,535
612,HounslowEast,Evening,1387,714,256,7,410
612,HounslowEast,Late,660,160,217,0,283
612,HounslowEast,Totalday,6203,3614,986,73,1530
613,HounslowWest,Early,80,0,0,0,80
613,HounslowWest,AMpeak,409,279,47,2,80
613,HounslowWest,Midday,1026,737,163,66,61
613,HounslowWest,PMPeak,1974,1046,496,63,369
613,HounslowWest,Evening,1214,872,65,0,277
613,HounslowWest,Late,597,133,234,8,222
613,HounslowWest,Totalday,5301,3067,1005,140,1090
614,HydeParkCorner,Early,248,0,0,0,248
614,HydeParkCorner,AMpeak,3151,2601,156,40,354
614,HydeParkCorner,Midday,3007,1227,517,960,304
614,HydeParkCorner,PMPeak,1473,348,408,169,548
614,HydeParkCorner,Evening,573,128,289,75,81
614,HydeParkCorner,Late,170,21,84,0,65
614,HydeParkCorner,Totalday,8622,4325,1454,1243,1600
615,Ickenham,Early,24,0,0,0,24
615,Ickenham,AMpeak,309,282,9,0,18
615,Ickenham,Midday,384,103,264,0,17
615,Ickenham,PMPeak,791,521,202,62,7
615,Ickenham,Evening,411,278,103,27,2
615,Ickenham,Late,119,29,48,0,42
615,Ickenham,Totalday,2038,1213,626,89,111
616,Kennington,Early,120,0,0,0,120
616,Kennington,AMpeak,1246,1029,57,14,147
616,Kennington,Midday,1544,725,759,7,53
616,Kennington,PMPeak,2385,1376,830,74,104
616,Kennington,Evening,1910,1101,570,16,223
616,Kennington,Late,1003,164,506,14,318
616,Kennington,Totalday,8207,4395,2722,125,965
617,KensalGreen,Early,13,0,0,0,13
617,KensalGreen,AMpeak,339,273,32,0,34
617,KensalGreen,Midday,370,170,147,13,41
617,KensalGreen,PMPeak,821,552,203,0,66
617,KensalGreen,Evening,999,424,334,43,198
617,KensalGreen,Late,406,131,109,15,151
617,KensalGreen,Totalday,2948,1550,824,70,503
618,Kensington(Olympia),Early,0,0,0,0,0
618,Kensington(Olympia),AMpeak,199,0,96,103,0
618,Kensington(Olympia),Midday,553,38,304,0,212
618,Kensington(Olympia),PMPeak,306,150,0,0,156
618,Kensington(Olympia),Evening,316,309,7,0,0
618,Kensington(Olympia),Late,11,10,0,0,2
618,Kensington(Olympia),Totalday,1385,506,407,103,370
619,KentishTown,Early,227,0,0,0,227
619,KentishTown,AMpeak,4044,3105,241,115,584
619,KentishTown,Midday,3115,1836,1127,147,5
619,KentishTown,PMPeak,3424,1875,1060,75,414
619,KentishTown,Evening,1861,921,552,10,378
619,KentishTown,Late,911,54,477,0,381
619,KentishTown,Totalday,13581,7791,3457,346,1987
620,Kenton,Early,17,1,0,0,16
620,Kenton,AMpeak,360,343,2,0,14
620,Kenton,Midday,411,174,86,6,145
620,Kenton,PMPeak,680,339,113,64,163
620,Kenton,Evening,419,212,134,0,73
620,Kenton,Late,148,27,72,0,49
620,Kenton,Totalday,2035,1097,407,71,460
621,KewGardens,Early,71,0,0,0,71
621,KewGardens,AMpeak,1078,502,169,146,261
621,KewGardens,Midday,1300,322,557,389,32
621,KewGardens,PMPeak,2063,1063,801,28,171
621,KewGardens,Evening,1167,767,151,17,232
621,KewGardens,Late,464,221,130,11,102
621,KewGardens,Totalday,6144,2874,1808,592,869
622,Kilburn,Early,327,0,0,0,327
622,Kilburn,AMpeak,1494,1073,122,0,299
622,Kilburn,Midday,2398,1105,1127,93,73
622,Kilburn,PMPeak,4391,2906,1001,407,77
622,Kilburn,Evening,3015,1695,978,221,121
622,Kilburn,Late,1759,660,731,0,368
622,Kilburn,Totalday,13385,7439,3959,721,1266
623,KilburnPark,Early,71,16,0,0,55
623,KilburnPark,AMpeak,794,625,98,4,66
623,KilburnPark,Midday,1159,466,621,33,40
623,KilburnPark,PMPeak,1575,1227,338,1,9
623,KilburnPark,Evening,1006,645,272,49,40
623,KilburnPark,Late,515,176,246,0,93
623,KilburnPark,Totalday,5120,3155,1575,87,303
625,King'sCrossSt.Pan,Early,3587,6,0,0,3581
625,King'sCrossSt.Pan,AMpeak,32787,25407,3091,1655,2634
625,King'sCrossSt.Pan,Midday,39682,16356,13648,5743,3935
625,King'sCrossSt.Pan,PMPeak,41345,23282,9455,4228,4381
625,King'sCrossSt.Pan,Evening,16011,7762,5778,653,1818
625,King'sCrossSt.Pan,Late,7528,2116,3160,170,2083
625,King'sCrossSt.Pan,Totalday,140940,74928,35133,12449,18431
624,Kingsbury,Early,25,0,0,0,25
624,Kingsbury,AMpeak,912,647,38,0,227
624,Kingsbury,Midday,1588,503,439,121,525
624,Kingsbury,PMPeak,3693,1639,263,13,1778
624,Kingsbury,Evening,1399,658,392,153,196
624,Kingsbury,Late,446,110,163,0,172
624,Kingsbury,Totalday,8063,3558,1296,287,2922
626,Knightsbridge,Early,465,0,0,0,465
626,Knightsbridge,AMpeak,7176,5999,299,195,684
626,Knightsbridge,Midday,11139,3579,4917,1976,667
626,Knightsbridge,PMPeak,5066,931,2235,695,1204
626,Knightsbridge,Evening,1393,549,392,0,452
626,Knightsbridge,Late,244,21,79,7,137
626,Knightsbridge,Totalday,25483,11079,7922,2873,3609
627,LadbrokeGrove,Early,114,0,0,0,114
627,LadbrokeGrove,AMpeak,2284,1804,64,5,410
627,LadbrokeGrove,Midday,2202,1167,728,52,255
627,LadbrokeGrove,PMPeak,2037,1290,472,79,196
627,LadbrokeGrove,Evening,1183,745,306,23,109
627,LadbrokeGrove,Late,496,115,197,21,163
627,LadbrokeGrove,Totalday,8316,5122,1768,181,1246
628,LambethNorth,Early,76,0,0,0,76
628,LambethNorth,AMpeak,1209,874,87,61,187
628,LambethNorth,Midday,1531,648,476,281,125
628,LambethNorth,PMPeak,1018,764,170,15,70
628,LambethNorth,Evening,644,384,259,1,0
628,LambethNorth,Late,335,37,128,50,120
628,LambethNorth,Totalday,4813,2706,1120,408,579
629,LancasterGate,Early,194,0,0,0,194
629,LancasterGate,AMpeak,2001,1668,13,145,175
629,LancasterGate,Midday,2281,876,469,495,442
629,LancasterGate,PMPeak,3294,1655,297,605,737
629,LancasterGate,Evening,1815,1201,249,336,29
629,LancasterGate,Late,989,107,414,246,223
629,LancasterGate,Totalday,10574,5508,1441,1826,1799
630,LatimerRoad,Early,65,0,0,0,65
630,LatimerRoad,AMpeak,1559,1085,83,28,362
630,LatimerRoad,Midday,979,397,306,0,276
630,LatimerRoad,PMPeak,987,544,282,63,98
630,LatimerRoad,Evening,517,192,205,0,121
630,LatimerRoad,Late,196,36,36,0,123
630,LatimerRoad,Totalday,4302,2254,912,91,1045
631,LeicesterSquare,Early,658,0,0,0,658
631,LeicesterSquare,AMpeak,9918,7827,316,372,1403
631,LeicesterSquare,Midday,16341,4416,7816,2353,1756
631,LeicesterSquare,PMPeak,13715,2672,8184,1070,1789
631,LeicesterSquare,Evening,5916,964,3062,493,1397
631,LeicesterSquare,Late,1808,269,938,0,601
631,LeicesterSquare,Totalday,48356,16148,20316,4288,7604
632,Leyton,Early,279,0,0,0,279
632,Leyton,AMpeak,1691,1395,105,0,190
632,Leyton,Midday,3565,1804,1192,140,429
632,Leyton,PMPeak,8751,5531,1817,367,1036
632,Leyton,Evening,4807,2917,1047,115,727
632,Leyton,Late,2492,932,841,0,719
632,Leyton,Totalday,21584,12578,5003,623,3380
633,Leytonstone,Early,211,0,0,0,211
633,Leytonstone,AMpeak,1991,1433,208,14,336
633,Leytonstone,Midday,3414,1658,1265,34,457
633,Leytonstone,PMPeak,6401,4643,1412,28,317
633,Leytonstone,Evening,3625,2679,767,43,137
633,Leytonstone,Late,1968,598,808,86,475
633,Leytonstone,Totalday,17610,11011,4460,206,1933
634,LiverpoolStreet,Early,901,0,0,0,900
634,LiverpoolStreet,AMpeak,37739,31927,1433,1368,3012
634,LiverpoolStreet,Midday,28157,11792,10386,2879,3100
634,LiverpoolStreet,PMPeak,35352,22896,8775,890,2790
634,LiverpoolStreet,Evening,10864,5660,3147,144,1913
634,LiverpoolStreet,Late,1490,363,562,11,555
634,LiverpoolStreet,Totalday,114504,72639,24303,5292,12270
635,LondonBridge,Early,2380,23,0,0,2357
635,LondonBridge,AMpeak,34856,29248,2306,636,2667
635,LondonBridge,Midday,28863,13431,10401,3471,1560
635,LondonBridge,PMPeak,28522,17725,8385,1203,1209
635,LondonBridge,Evening,12409,7951,3632,35,791
635,LondonBridge,Late,6276,1645,1874,100,2656
635,LondonBridge,Totalday,113305,70023,26598,5445,11239
636,Loughton,Early,52,0,0,0,52
636,Loughton,AMpeak,629,446,125,0,58
636,Loughton,Midday,916,383,357,107,69
636,Loughton,PMPeak,2377,1782,439,111,44
636,Loughton,Evening,1143,727,207,113,96
636,Loughton,Late,442,105,184,66,88
636,Loughton,Totalday,5560,3443,1313,397,407
637,MaidaVale,Early,61,0,2,0,60
637,MaidaVale,AMpeak,916,672,39,30,176
637,MaidaVale,Midday,1055,584,366,83,21
637,MaidaVale,PMPeak,1513,875,605,21,12
637,MaidaVale,Evening,1243,829,313,36,65
637,MaidaVale,Late,499,151,188,57,103
637,MaidaVale,Totalday,5288,3111,1512,227,437
638,ManorHouse,Early,132,0,0,0,132
638,ManorHouse,AMpeak,1360,1016,130,0,213
638,ManorHouse,Midday,2486,957,1174,270,85
638,ManorHouse,PMPeak,4421,2514,1245,225,437
638,ManorHouse,Evening,3365,2129,1007,63,166
638,ManorHouse,Late,2072,589,912,0,571
638,ManorHouse,Totalday,13837,7206,4469,557,1605
639,MansionHouse,Early,450,0,0,0,450
639,MansionHouse,AMpeak,7192,6324,209,57,602
639,MansionHouse,Midday,2530,1561,773,129,67
639,MansionHouse,PMPeak,963,451,434,64,14
639,MansionHouse,Evening,218,155,63,0,0
639,MansionHouse,Late,72,18,34,7,13
639,MansionHouse,Totalday,11425,8510,1513,258,1144
640,MarbleArch,Early,574,0,0,1,573
640,MarbleArch,AMpeak,6283,5094,349,165,675
640,MarbleArch,Midday,6892,2311,3205,874,502
640,MarbleArch,PMPeak,4087,831,947,841,1469
640,MarbleArch,Evening,1843,1007,567,74,195
640,MarbleArch,Late,664,84,101,139,340
640,MarbleArch,Totalday,20345,9327,5169,2095,3754
641,Marylebone,Early,339,8,0,0,330
641,Marylebone,AMpeak,4708,3827,357,52,472
641,Marylebone,Midday,4458,2520,1573,112,253
641,Marylebone,PMPeak,7250,4777,1578,283,613
641,Marylebone,Evening,2972,2239,600,85,49
641,Marylebone,Late,1299,275,501,0,523
641,Marylebone,Totalday,21026,13645,4610,531,2240
642,MileEnd,Early,354,4,0,0,351
642,MileEnd,AMpeak,4458,3982,101,29,345
642,MileEnd,Midday,6618,3331,2590,108,589
642,MileEnd,PMPeak,6168,3281,1800,222,865
642,MileEnd,Evening,4306,2291,1626,65,324
642,MileEnd,Late,2300,501,856,0,944
642,MileEnd,Totalday,24204,13389,6972,425,3418
643,MillHillEast,Early,44,0,0,0,44
643,MillHillEast,AMpeak,501,319,11,0,171
643,MillHillEast,Midday,430,205,175,51,0
643,MillHillEast,PMPeak,758,588,171,0,0
643,MillHillEast,Evening,293,197,95,0,1
643,MillHillEast,Late,165,128,9,0,28
643,MillHillEast,Totalday,2191,1437,460,51,243
646,MoorPark,Early,21,0,0,0,21
646,MoorPark,AMpeak,502,367,81,0,54
646,MoorPark,Midday,179,131,21,0,26
646,MoorPark,PMPeak,454,396,58,0,0
646,MoorPark,Evening,273,226,28,17,3
646,MoorPark,Late,83,21,6,0,56
646,MoorPark,Totalday,1511,1141,194,17,160
645,Moorgate,Early,2680,0,0,0,2680
645,Moorgate,AMpeak,35484,30492,811,428,3753
645,Moorgate,Midday,11236,6679,2664,134,1760
645,Moorgate,PMPeak,5431,2314,1851,202,1063
645,Moorgate,Evening,1250,753,381,2,114
645,Moorgate,Late,422,78,28,103,213
645,Moorgate,Totalday,56503,40317,5734,868,9584
647,Morden,Early,259,10,0,0,249
647,Morden,AMpeak,1763,1196,259,6,302
647,Morden,Midday,3022,1382,987,446,207
647,Morden,PMPeak,6108,5066,700,0,342
647,Morden,Evening,3157,2478,652,0,26
647,Morden,Late,1669,923,415,0,331
647,Morden,Totalday,15977,11054,3013,452,1458
648,MorningtonCrescent,Early,158,0,0,0,158
648,MorningtonCrescent,AMpeak,3361,3042,91,24,204
648,MorningtonCrescent,Midday,1456,838,587,1,30
648,MorningtonCrescent,PMPeak,1065,612,417,21,15
648,MorningtonCrescent,Evening,674,328,281,27,38
648,MorningtonCrescent,Late,236,10,101,0,124
648,MorningtonCrescent,Totalday,6950,4830,1478,73,568
649,Neasden,Early,104,0,0,0,104
649,Neasden,AMpeak,842,603,54,22,163
649,Neasden,Midday,1100,694,193,69,144
649,Neasden,PMPeak,2162,1669,347,65,82
649,Neasden,Evening,970,622,250,0,97
649,Neasden,Late,461,81,31,0,349
649,Neasden,Totalday,5638,3669,874,156,939
650,NewburyPark,Early,63,2,0,0,61
650,NewburyPark,AMpeak,728,528,44,0,156
650,NewburyPark,Midday,1293,759,377,62,95
650,NewburyPark,PMPeak,3404,2535,707,6,156
650,NewburyPark,Evening,1687,1343,264,0,79
650,NewburyPark,Late,628,340,123,0,164
650,NewburyPark,Totalday,7802,5508,1515,68,712
653,NorthActon,Early,376,0,0,0,376
653,NorthActon,AMpeak,3515,2809,23,0,683
653,NorthActon,Midday,1795,1040,603,0,152
653,NorthActon,PMPeak,2376,1577,352,13,433
653,NorthActon,Evening,1468,837,413,70,148
653,NorthActon,Late,813,251,459,0,103
653,NorthActon,Totalday,10343,6515,1850,84,1895
654,NorthEaling,Early,17,0,0,0,17
654,NorthEaling,AMpeak,342,335,0,0,6
654,NorthEaling,Midday,238,95,122,0,22
654,NorthEaling,PMPeak,427,355,27,0,45
654,NorthEaling,Evening,312,144,100,13,55
654,NorthEaling,Late,110,3,40,16,51
654,NorthEaling,Totalday,1447,932,289,29,196
789,NorthGreenwich,Early,1053,4,0,0,1049
789,NorthGreenwich,AMpeak,5673,3723,213,152,1585
789,NorthGreenwich,Midday,8803,2908,3918,715,1262
789,NorthGreenwich,PMPeak,14962,4747,4039,597,5579
789,NorthGreenwich,Evening,7457,3917,2381,27,1132
789,NorthGreenwich,Late,2975,740,515,25,1695
789,NorthGreenwich,Totalday,40924,16039,11066,1516,12303
656,NorthHarrow,Early,24,0,0,0,24
656,NorthHarrow,AMpeak,256,201,8,25,21
656,NorthHarrow,Midday,551,237,255,0,59
656,NorthHarrow,PMPeak,1450,1351,77,6,15
656,NorthHarrow,Evening,790,560,164,0,67
656,NorthHarrow,Late,336,56,110,0,169
